QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
8.73,92.19,11.34,94.9,1.08,1.49,0.73,0.77,195.69,2.32,3.24,1.34,1.9,196.88,12.37,7.01,15.55,8.55
8.36,96.88,25.86,94.01,2.25,3.15,1.05,2.09,239.88,4.27,5.74,2.66,3.09,242.56,10.76,5.19,13.1,7.91
8.18,94.5,5.26,94.46,2.7,3.26,1.98,1.27,292.25,4.99,5.95,3.85,2.1,295.94,10.89,7.24,14.37,7.13
9.34,85.88,0.43,95.38,2.24,2.96,1.2,1.76,300.25,4.47,5.7,3.32,2.38,302.38,14.69,8.88,19.65,10.77
9.64,80.5,0.71,95.8,1.59,2.17,0.94,1.23,300.94,3.05,3.89,2.05,1.83,301.94,16.45,10.3,21.42,11.12
9.95,86.94,4.63,95.89,0.81,1.51,0.09,1.42,127.62,1.81,3.25,0.07,3.18,152.12,15.65,7.79,19.7,11.91
8.67,79.62,0.73,95.5,2.47,3.48,1.16,2.32,288.31,5.13,6.7,3.6,3.1,260.62,15.08,9,19.71,10.71
10.07,80.44,0.06,96.04,1.67,2.26,1.03,1.23,288.12,3.68,5.14,2.27,2.88,290.06,17.3,11.75,22.98,11.23
10.74,82.44,0.27,96.06,1.59,2.44,0.91,1.53,227.94,3.46,4.29,1.65,2.64,229.56,17.58,13.04,23.08,10.05
14.34,83.88,0.16,95.9,1.4,1.7,1.11,0.59,236.75,3.52,5.27,2.11,3.16,238.12,21.98,12.38,28.01,15.63
15.01,87.75,8.64,95.42,1.83,2.75,1.2,1.55,227.75,4.3,5.34,2.77,2.57,230.06,21.89,9.86,27.21,17.36
12.08,90.12,10.3,95.35,1.81,3.09,1.09,2,247.19,3.7,6.03,2.33,3.7,249.5,17.9,11.54,23.03,11.48
8.18,74.5,0.09,95.98,1.78,2.36,1.04,1.32,270.25,3.42,4.99,2.52,2.48,271.44,15.44,10.33,20.78,10.44
12.21,87.38,2.41,95.9,1.79,2.51,1.34,1.16,201.88,4.37,5.46,2.43,3.02,204.31,18.48,12.12,23.81,11.69
12.45,88.94,5.67,96.02,1.31,1.83,0.97,0.86,273.12,3.2,4.61,2.28,2.33,273.81,18.78,10.46,24.7,14.24
10.19,78.5,2.9,96.3,1.08,1.56,0.47,1.09,213.31,2.09,3.21,0.84,2.36,212.62,17.92,9.19,22.11,12.92
10.25,77.62,0.21,96.5,1.02,1.91,0.11,1.8,133.31,2.16,3.72,0.19,3.54,133.81,18.29,12.05,23.88,11.83
12.21,97,39.82,96.5,1.63,2.62,0.38,2.24,125,3.31,5.47,0.53,4.94,128.06,17.01,3.06,18.14,15.08
13.37,86.31,2.63,96.53,2.98,3.58,2.23,1.35,175.31,5.98,6.78,4.7,2.09,178.69,20.51,7.8,24.9,17.1
12.63,92.5,8.8,96.23,1.92,3.02,0.71,2.3,166.25,3.95,5.98,1.57,4.41,168.5,18.26,3.66,19.92,16.26
13.49,93.94,7.21,95.89,1.3,1.93,0.8,1.13,202.25,3.09,4.12,1.76,2.37,203.62,19.01,6.4,22.34,15.95
10.68,90.06,7.35,95.56,1.58,2.8,0.48,2.32,270.88,3.44,5.3,1.04,4.27,271.12,15.98,7.32,18.69,11.37
10.19,83.19,8.27,95.9,2.13,3.49,1.2,2.3,250,4.78,7.02,3.08,3.94,252.06,16.62,10.24,21.45,11.22
13.37,86.75,6.41,95.32,2.98,3.88,1.23,2.65,233.75,6.31,7.7,4.28,3.42,236.81,20.12,10.43,25.43,15
9.89,76.56,0.14,95.88,1.93,2.84,1.04,1.8,261.19,4.06,5.74,2.4,3.34,262.81,17.78,9.45,22.65,13.19
12.76,87.94,6.25,95.52,1.23,1.71,0.48,1.22,198.75,3.07,4.41,0.7,3.73,200.88,19.12,10.69,24.4,13.72
11.41,82.62,0.3,95.47,1.77,2.37,1.22,1.15,275.69,4,4.77,3.47,1.31,276.56,18.69,10.05,23.04,13
8.97,78.81,0.12,95.96,1.65,2.58,1.1,1.48,300.81,3.66,4.77,2.12,2.66,301.44,15.77,8.56,20.32,11.76
10.19,81.44,0.05,96.48,1.77,2.36,1,1.36,303.69,3.59,4.33,2.82,1.52,305.25,17.23,11.3,22.86,11.56
11.29,81,0.02,96.5,1.35,1.8,0.7,1.09,233.81,3,4.59,1.02,3.56,235.25,18.94,12.84,24.81,11.97
12.02,82.69,0.11,95.88,1.46,2.13,0.7,1.44,242.38,3.2,4.01,1.07,2.94,242.88,19.51,10.46,24.81,14.35
12.45,87.38,0.68,95.95,1.38,1.85,0.72,1.13,204.62,3.07,4.61,1.13,3.48,206,19.04,9.16,23.74,14.58
13.31,95.38,5.93,96.12,1.35,1.8,0.7,1.09,206.75,2.94,4.18,1.48,2.69,207.88,18.5,5.76,21.29,15.54
12.7,90.88,14.69,96.05,1.13,2.08,0.38,1.7,197.44,2.64,4.29,0.68,3.61,199,18.65,7.05,22.17,15.12
13.12,87.75,14.67,95.63,1.56,2.09,0.91,1.17,170,3.47,4.24,2.32,1.92,156.81,19.73,8.02,24.51,16.49
14.1,84.38,0.08,95.76,1.8,2.73,1.11,1.61,272.88,4.11,5.09,2.7,2.38,273.94,21.58,11.09,26.9,15.82
14.53,87.31,0.32,95.68,1.3,1.78,0.52,1.25,205,2.85,4.27,0.96,3.3,207.38,21.44,7.69,25.05,17.37
14.47,83.19,0.13,95.75,1.38,1.76,1.06,0.7,273.31,2.98,4.37,1.87,2.5,274.69,22.39,9.08,26.75,17.67
15.93,85.62,0.71,95.69,1.21,1.68,0.55,1.13,219.69,3.01,4.68,0.83,3.85,221.81,23.26,10.04,27.71,17.67
14.47,88.31,3.83,95.73,1.84,3.09,1.1,1.98,272.19,3.98,5.83,2.75,3.07,273.44,21.08,10.52,25.61,15.08
10.01,73.06,0,96.58,1.18,1.95,0.14,1.81,118.19,2.35,5.05,0.22,4.83,118.31,18.94,12.19,25.11,12.92
10.62,77.5,0.06,96.46,1.75,2.42,0.91,1.51,171.69,3.54,4.73,1.45,3.29,172.69,18.82,11.06,24.17,13.11
13.79,89.5,6,95.6,1.1,1.48,0.75,0.73,239.81,2.45,3.73,1.52,2.21,240.56,20.12,9.02,25.12,16.09
12.39,92.19,19.03,95.31,1.36,2.45,0.58,1.87,92.44,2.88,4.95,0.95,4.02,93.62,17.93,6.7,21.99,15.3
10.44,89,1.96,95.36,1.61,1.98,0.82,1.16,333.06,3.16,3.68,2.35,1.33,334.62,15.9,7.31,19.62,12.32
10.01,81,0.34,95.83,1.64,2.18,0.91,1.27,279.5,3.23,4.41,2.22,2.2,280,16.88,10.13,21.52,11.39
12.57,84.06,1.89,95.79,1.99,3.05,1.2,1.84,209.62,4.71,5.89,2.5,3.38,211.06,19.83,11.42,25.1,13.68
14.47,86,2.29,95.75,1.24,1.88,0.76,1.12,212.31,3.02,4.13,1.34,2.8,214.19,21.69,10,26.51,16.51
15.38,86.94,1.03,95.63,1.77,2.77,1.08,1.7,193.06,4.06,5.32,2.2,3.12,195.62,22.46,9.05,26.76,17.71
15.2,93.5,20.58,95.36,1.41,1.81,0.96,0.85,271.56,3.12,3.91,2.14,1.77,272.44,20.89,6.66,24.2,17.55
14.28,87.12,2.06,95.16,2.02,2.96,1.29,1.67,280.38,4.37,5.8,3.34,2.46,281.94,21.19,9.21,25.81,16.59
9.52,76.62,0.02,95.35,1.69,2.45,1.16,1.29,320,3.39,4.48,2.55,1.92,320.69,17.12,9.88,21.57,11.69
11.17,83.06,9.09,95.47,1.45,1.79,0.91,0.88,269.5,3.07,3.78,1.62,2.16,270.94,17.87,12.87,23.02,10.16
18.01,94.5,19.8,95.25,1.86,2.7,1.13,1.56,240.69,4.17,6.29,2.88,3.41,243.31,23.37,9.4,27.56,18.16
18.19,89.31,15.9,95.03,2.36,3.27,1.7,1.57,265.75,4.95,7.16,3.52,3.65,267.94,24.62,6.88,28.22,21.34
14.28,87.44,7.16,95.08,1.38,2.25,0.63,1.62,174.69,2.79,5.58,1.55,4.03,174.31,20.94,6.94,24,17.06
12.57,85.31,3.84,95.44,1.28,1.77,0.91,0.88,194.69,3.19,5.09,2.09,3.01,181.25,19.62,8.45,24.71,16.26
9.22,76.88,0.02,96.17,1.98,2.71,1.37,1.34,318.38,4.15,5.02,2.27,2.75,319.38,16.48,8.89,20.6,11.71
8.67,72.06,0,96.58,1.37,1.79,0.55,1.24,219.5,2.77,5.37,0.85,4.52,220.69,16.69,9.83,21.78,11.95
13.79,91.31,7.31,95.72,2.09,2.73,1.42,1.31,222.62,4.41,5.3,3.37,1.93,225.56,19.75,10.14,24.98,14.83
10.25,83.38,0.28,95.91,2.19,3.15,1.39,1.76,323.12,4.72,5.83,3.48,2.35,325,16.9,9.69,21.08,11.39
8.73,77.44,0,96.09,1.58,2.06,1.12,0.95,289.5,3.46,4.98,1.74,3.24,290.44,15.8,12.51,21.76,9.26
9.89,86.94,6.26,95.41,1.64,2.32,1.19,1.14,282,3.71,5.14,2,3.13,283.06,15.48,9.16,20.76,11.6
7.45,78.69,0.63,95.62,2.09,2.88,1.37,1.51,321.62,4.22,5.37,2.66,2.7,323.5,12.97,8.8,17.67,8.87
6.84,78.19,0.14,95.81,2.32,3.66,1.26,2.41,304.5,4.93,6.88,2.89,3.99,305.88,11.8,8.52,16.4,7.89
6.96,78.12,0.05,95.85,2.21,3.45,1.29,2.16,296.38,4.6,6.44,2.82,3.62,297.75,12.07,9.64,17.13,7.48
9.22,81.19,0.05,95.46,1.85,2.62,1.25,1.38,226.88,4.38,5.68,2.12,3.56,228.62,15.39,13.1,21.1,7.99
10.8,83.31,1.9,95.21,2.02,2.91,1.19,1.73,250.19,4.52,5.59,3.78,1.8,251.44,17.61,8.7,22.14,13.44
10.13,84.25,0.06,96.17,1.55,2.21,1.05,1.16,300.19,3.48,4.15,2.01,2.13,300.69,16.47,8.84,21.13,12.3
9.46,76.06,0,96.68,1.21,1.68,0.75,0.93,277.69,2.12,3.29,1.12,2.16,276.62,17.19,11.76,22.64,10.89
10.68,82.38,0.73,96.4,1.44,1.91,0.8,1.11,199.19,3.3,5.21,1.38,3.84,201,17.7,11.09,23.62,12.55
13.24,91.94,8.73,95.8,1.32,1.75,0.97,0.78,219.69,3.2,5.02,2.11,2.91,221.44,19.09,8.03,23.69,15.66
11.29,95.5,32.55,95.27,1.52,2.56,0.73,1.83,106.25,3.22,4.71,1.84,2.87,107.06,15.85,4.48,17.56,13.08
10.56,88.88,1.95,95.65,1.49,2.27,0.88,1.4,310,3.25,4.09,1.83,2.26,311.44,16.11,8.16,20.87,12.71
10.25,84.12,0.34,95.8,1.69,2.46,1.19,1.28,277.31,3.89,4.73,2.35,2.38,278.25,16.62,10.09,22.08,12
7.69,78,0.06,95.83,1.84,3.27,1.02,2.25,307.31,3.92,6.12,2.65,3.48,307.31,13.54,8.47,18.15,9.67
6.9,76.94,0.38,95.96,1.52,1.81,0.78,1.03,268,2.84,3.72,1.94,1.78,268.19,12.13,8.41,16.47,8.05
7.08,75.69,0.18,96.18,1.27,1.91,0.38,1.53,141.44,2.28,3.24,0.52,2.72,138.94,12.95,10.77,19.02,8.26
7.87,81.12,0.05,96.61,1.37,2.1,0.73,1.37,123,2.82,4.48,1.09,3.39,124.75,13.37,13.65,19.67,6.02
8.06,92.25,9.65,96.45,2.23,3.22,1.27,1.95,167.75,4.53,6.08,3.1,2.98,169.44,11.34,5.39,14.65,9.26
10.01,91.81,2.38,95.78,1.14,2.07,0.06,2.01,117.12,2.34,4.23,0.14,4.09,123.94,14.65,11.34,21.08,9.73
9.34,89.5,0.44,95.58,0.95,1.54,0.41,1.13,100.06,1.67,2.61,0.6,2,97.69,14.01,6.61,17.98,11.37
8.18,83.75,0.1,95.85,1.89,2.88,1.08,1.8,314.19,3.94,5.13,2.23,2.9,315,13.08,12.63,18.94,6.31
7.2,81.62,0,96.52,1.87,2.76,1.28,1.48,252.31,4.29,5.04,3.54,1.5,254.5,11.82,13.64,18.82,5.18
7.93,80.44,0.05,97.03,1.53,1.9,1.01,0.9,45.88,3.5,4.83,1.7,3.13,60.88,13.68,13.41,20.47,7.05
7.08,83.56,0.11,97.17,2.23,2.78,1.39,1.39,94.56,4.45,5.13,3.55,1.58,95.25,11.28,5.65,14.14,8.48
8.48,94.06,6.96,96.36,2.54,3.23,1.02,2.21,111.75,4.84,5.91,2.95,2.96,114.12,11.85,6.44,15.14,8.7
9.58,91.62,1.67,95.69,1.64,2.41,0.63,1.78,275.62,3.5,4.51,1.13,3.38,276.5,14.01,8.05,18.08,10.02
9.7,87.25,0.76,95.89,1.02,1.66,0.09,1.58,284.69,2.44,3.76,0.11,3.66,274.06,15.12,8.79,19.88,11.1
10.01,89.44,1.39,95.68,1.18,1.41,0.94,0.47,278,2.79,3.85,2.02,1.83,279.06,15.22,7.17,19.44,12.26
8.67,81.12,0.15,96.06,1.27,2.09,0.61,1.48,281.56,2.49,3.36,1.02,2.34,281.31,14.73,11.78,20.88,9.1
8.79,81.88,0.07,96,1.43,2.1,0.88,1.23,240.69,2.97,4.78,1.52,3.26,242.5,14.81,13.11,21.58,8.47
10.01,89.19,7.02,95.82,1.88,2.67,1.16,1.51,268.19,3.98,4.94,1.87,3.06,269.56,14.97,13.02,22.01,8.99
5.68,77.62,0.22,96.58,1.8,2.49,1.23,1.26,279.94,4.03,4.84,2.72,2.12,281.94,9.37,9.62,14.48,4.84
4.76,67.25,0,97.11,1.42,1.93,0.88,1.05,70.12,2.91,4.77,1.77,3,70.06,9.31,12.68,15.66,2.98
5.07,61.62,0,96.68,1.32,2.15,0.75,1.39,63.25,2.16,3.69,1.16,2.52,63.25,11.12,14.45,17.48,3.03
6.59,74,2.64,96.01,1.12,1.63,0.54,1.09,186.75,2.15,3.47,0.86,2.6,187.62,11.94,8.98,17.48,8.5
9.46,93.69,2.78,96.02,1.25,1.78,0.84,0.94,187.38,2.71,3.16,1.6,1.56,189.25,13.48,9.22,18.6,9.38
10.86,87.69,0.59,96.26,0.8,1.8,0.12,1.68,229.56,1.35,3.34,0.25,3.09,229.69,16.73,10.03,22.16,12.13
9.7,86.69,0.18,96.18,1.48,1.8,1.04,0.76,321.12,3.08,3.99,2,1.99,321.88,15.3,10.79,21.72,10.93
9.58,83.44,0,95.69,1.42,1.82,0.56,1.25,205.19,2.95,5.02,0.84,4.18,205.62,15.58,12.11,22.38,10.27
11.23,86.81,0.09,95.37,1.49,2.19,1.05,1.14,215.44,3.73,4.81,1.97,2.84,216.62,17.1,11.86,23.6,11.74
11.9,92.06,9.06,94.92,1.59,2.84,0.81,2.02,211.5,3.68,5.27,2.19,3.09,213.44,17.12,9.22,22.62,13.39
7.75,82.38,1.6,94.65,1.83,2.49,1.22,1.27,294.69,3.87,4.58,2.87,1.71,295.81,12.65,8.73,17.43,8.7
5,77.19,0.85,95.62,2.58,3.69,1.35,2.33,288.88,5.48,6.93,4.32,2.61,290.19,7.44,8.75,12.25,3.49
5.55,80.19,0.08,96.22,1.6,2.16,0.9,1.27,257.12,3.22,4.59,2.1,2.48,257.5,8.26,11.66,14.35,2.69
8.67,95.88,4.22,95.32,1.53,2.15,1.05,1.1,199.56,3.76,4.66,2.45,2.21,201.31,11.31,9.48,16.03,6.55
10.01,88.25,2.75,94.33,3.02,4.74,0.98,3.76,229.06,6.28,9.66,3.32,6.34,231.62,14.72,14.61,21.21,6.6
5.37,77.88,0.14,94.94,1.74,2.12,1.23,0.89,277.31,3.64,4.99,2.62,2.37,277.31,8.3,10.33,14.14,3.81
5.86,79.94,0.41,95.4,2.34,3.91,1.04,2.87,268.69,4.62,7.36,1.38,5.98,269.75,8.8,6.98,12.94,5.95
6.04,78.56,0.01,95.88,1.93,2.47,1.23,1.23,166.44,3.8,5.22,1.66,3.55,168.44,9.68,14.28,16.21,1.93
7.87,87.75,0.28,95.52,2.45,3.39,1.4,1.98,153.12,4.72,6.25,3.28,2.97,156.56,11.87,7.72,16.77,9.05
7.51,94.19,18.56,94.9,2.74,4.3,1.63,2.68,206.25,5.22,7.42,3.22,4.2,208.31,9.46,10.81,15.45,4.64
5,79.56,0.29,96.18,1.47,2.11,0.98,1.13,222.31,3.17,4.6,1.98,2.62,224.81,7.11,9.3,12.77,3.48
6.65,94.06,5.45,96.17,2.38,3.89,0.93,2.96,114.38,4.49,7.42,1.91,5.51,116.56,8.19,5.68,11.63,5.95
6.35,90.94,0.67,95.95,1.77,3.16,0.9,2.27,288.5,3.63,5.8,1.92,3.88,275.31,8.11,7.98,12.76,4.79
7.93,94.12,1.84,96.12,1.08,1.35,0.58,0.77,249.62,2.59,4.16,1.12,3.05,251.12,10.53,8.48,14.65,6.17
9.4,95.38,6.96,95.63,2.34,3.89,0.59,3.3,214,4.6,6.95,1.01,5.95,216.56,12.87,7.96,16.65,8.69
4.82,79.56,0.43,96.37,2.41,3.86,1.22,2.64,290.5,4.83,6.91,3.62,3.29,262.81,6.39,8.48,10.96,2.48
3.91,70.12,0,97.29,1.38,1.88,0.8,1.07,85.56,2.71,4.77,1.41,3.36,84.81,5.62,11.43,11.77,0.34
3.78,63.5,0.06,97.18,1.38,2.42,0.27,2.16,172.88,2.08,3.84,0.37,3.48,173.31,6.65,13.62,14.64,1.02
5.07,73.44,0.11,96.59,1.85,2.54,1.03,1.51,272.31,3.39,4.87,1.48,3.39,273.38,8.3,15.82,17.14,1.32
7.45,86,0.03,96.01,1.82,2.39,1.32,1.07,292.19,4.36,5.4,2.16,3.24,292.81,11.19,15.2,19.31,4.11
6.23,80.06,0.05,96.07,1.1,2.32,0.32,2,130.56,2.49,4.53,0.8,3.74,132.5,9.87,8.42,15.23,6.8
6.16,85.88,5.41,95.92,2.84,3.39,2.06,1.33,119.25,5.27,6.24,3.43,2.81,120.38,8.21,5.39,10.59,5.2
9.28,93.75,27.23,94.3,2.49,4.48,1.52,2.96,180.56,4.91,8.77,3.12,5.66,183.06,12.9,11.77,18.56,6.79
3.54,73.25,0.02,95.06,1.73,2.98,0.98,1.98,243.62,3.53,5.62,1.89,3.73,243.81,3.39,10.16,8.99,-1.17
3.66,74,0.09,94.99,2.1,2.95,1.2,1.76,214.75,4.15,5.35,3.2,2.15,216.38,3.43,12.95,10.28,-2.66
4.21,85.38,0.23,95.56,1.88,2.75,1.19,1.56,267.31,3.91,4.98,3.11,1.87,268.56,3.3,7.2,7.48,0.28
3.91,74.19,0,96.53,1.57,2.08,1.02,1.05,242.88,2.64,3.37,1.62,1.74,244.44,4.54,11.75,10.88,-0.87
5,91.88,11.44,96.35,2.32,3.91,1.27,2.65,143.19,4.2,7.59,1.82,5.77,145.19,4.32,7.11,7.22,0.11
7.45,94.5,12.12,95.18,2,4.23,0.94,3.29,238.69,4.37,8.16,2.49,5.67,240.56,9.58,8.05,13.92,5.87
7.32,92.06,2.19,95.01,1.54,2.12,0.62,1.51,215.5,3.28,4.64,1.3,3.34,216.88,9.78,7.36,14.03,6.67
7.26,97.81,45.97,93.99,2.3,6.48,0.57,5.91,199.5,4.37,10.91,0.52,10.39,202.25,8.36,9.41,10.51,1.1
3.48,81.38,0.68,94.9,4.32,6.18,2.84,3.34,297.06,7.73,10.62,5.73,4.89,299.25,1.08,5.65,4.09,-1.55
3.42,79.69,1.73,95.43,1.56,2.73,0.59,2.14,240.5,2.9,5.47,0.81,4.65,242,1.43,10.45,6.94,-3.52
4.64,98.38,9.95,94.5,1.34,1.8,0.57,1.23,174.75,2.72,3.95,0.9,3.05,176.69,2.22,1.56,2.73,1.17
4.39,92.06,1.9,94.36,2.03,2.43,1.47,0.96,305.69,3.98,4.66,3.13,1.53,307,2.48,4.32,5.33,1.01
4.58,92.75,2.8,94.79,3.19,4.07,2.31,1.75,302.25,5.96,7.43,4.45,2.98,304.88,2.95,2.93,4.78,1.85
3.91,87.62,0.72,95.61,2.98,4.02,2.08,1.94,308.38,5.6,7.39,4.41,2.98,310.88,1.68,3.84,3.92,0.08
3.42,81.38,0.04,95.96,1.35,1.98,0.25,1.73,252.69,2.91,5,0.37,4.62,253.81,1.15,9.91,7.18,-2.72
5.62,97,47.44,93.78,4.45,6.97,2.02,4.95,146.5,8.15,12.48,3.71,8.76,150.06,4.53,11.35,11.75,0.4
4.03,86,6.33,93.11,4.84,5.8,3.38,2.42,239.75,9.28,11.05,6.44,4.62,242.94,1.95,3.21,3.7,0.49
3.3,78.31,0.96,94.99,4.14,5.23,1.82,3.41,283.81,8.17,9.67,4.75,4.91,285.19,0.8,7.2,3.79,-3.4
5.31,91.25,1.32,95.34,1.62,2.17,0.98,1.18,213.44,3.74,5.28,2.19,3.1,215.69,4.5,15.33,11.55,-3.77
5.19,83,0.19,95.5,2.04,2.57,1.09,1.48,271.81,3.91,5.06,2.08,2.98,271.69,6.19,8.16,9.54,1.37
3.6,89.69,5.5,95.48,1.71,2.78,1.02,1.76,300.5,3.84,5.2,2.46,2.74,300.44,0.2,7.56,3.59,-3.97
2.87,86.31,0.85,96.05,2.09,2.96,1.44,1.52,280.88,4.46,5.41,3.61,1.8,281.81,-1.96,6.4,1.45,-4.95
2.5,83.38,0.27,96.87,1.98,3.2,1.4,1.8,290.19,4.08,5.84,2.95,2.9,290.88,-3.01,6.44,1.13,-5.31
2.93,85.62,0.17,97.12,1.35,1.72,0.81,0.91,242.75,2.92,4.6,1.36,3.23,244.5,-1.6,6.59,1.92,-4.67
4.09,95.19,0.46,96.83,1.38,2.1,0.43,1.67,232.81,2.98,4.49,0.6,3.89,234.81,1.12,5.46,4.4,-1.05
4.52,96.56,0.21,96.41,1.55,1.97,1.24,0.73,180.94,3.32,4.87,2.11,2.76,182.88,2.1,6.09,5.59,-0.5
5.74,99.81,13.29,95.35,1.4,1.95,0.91,1.05,123.5,3.05,4.16,2.2,1.96,124.31,4.94,4.15,6.78,2.64
7.45,96.38,4.05,94.2,1.75,3.04,1.21,1.83,195.31,3.83,6.06,2.19,3.88,197.19,8.96,8.42,14.48,6.07
5.19,90.69,0.83,95.21,2.87,3.82,1.38,2.45,304.25,5.59,6.95,2.87,4.09,305.5,4.82,8.17,8.33,0.15
5.31,91.81,0.64,95.64,1.55,2.82,0.27,2.55,169.12,3.23,4.88,0.62,4.25,171.38,4.8,10.53,10.8,0.28
5.8,98.25,13.17,96.2,1.78,2.59,0.94,1.65,88.56,3.46,4.6,2.05,2.56,89.69,5.46,4.82,7.75,2.92
5.74,98.69,6.93,96.46,2.5,3.03,1.95,1.08,87,4.53,5.57,3.3,2.27,89.31,5.29,4.25,7.17,2.91
6.96,99.12,9.62,95.25,2.02,3,0.92,2.08,142.12,4.05,5.52,1.99,3.53,144.38,7.79,5.67,11.05,5.38
6.84,98.12,0.55,95.77,1.09,1.66,0.55,1.11,202.31,2.54,3.8,1.47,2.34,203.75,7.76,4.06,10.31,6.25
8.61,98.44,7.67,95.59,3,4.91,1.3,3.6,140.88,5.78,9.34,3.52,5.83,144.69,11.07,5.84,13.99,8.15
8.85,92.44,15.09,94.68,3.55,5.55,1.89,3.67,215.88,6.98,10.86,3.95,6.91,218.12,12.09,12.86,16.13,3.27
3.97,85.81,0.32,95.45,1.98,2.86,1.16,1.69,323.62,3.7,5.46,2.46,3,324.75,2.09,5.08,5.2,0.12
3.17,86.12,0.32,95.4,1.55,2.1,1.16,0.94,323.19,3.18,3.9,1.87,2.03,323.81,-0.68,7.37,3.43,-3.93
2.62,81.94,0.14,95.79,2.45,3.1,1.45,1.66,303.56,4.49,5.37,2.98,2.38,304.75,-2.49,3.01,-0.49,-3.49
2.26,71.19,0,97.09,1.66,2.7,0.84,1.85,283,2.9,5.06,1.23,3.83,284.19,-2.1,7.19,2.54,-4.65
2.81,81.38,0.04,97.24,1.45,2.09,1.09,1.01,127.19,3.07,4.95,1.77,3.19,127.19,-1.38,8.23,4.08,-4.16
3.17,88.88,0.03,96.72,1.59,2.06,1.09,0.97,72.06,4.13,5.77,2.2,3.58,72.81,-1.09,8.48,4.04,-4.44
3.17,86.44,0.01,96.32,2.44,3.45,1.2,2.27,281.38,4.98,6.26,3.43,2.83,283.44,-0.69,8.2,4.31,-3.88
2.81,86.06,0,96.79,1.58,1.98,1.1,0.88,170.06,3.56,4.62,2.38,2.24,171.12,-1.99,11.28,4.62,-6.65
4.39,95.5,0.02,96.51,1.6,2.01,1.13,0.88,249.12,3.97,5.41,1.63,3.77,250.44,1.35,11.27,7.99,-3.27
5.13,99.81,0.44,96.52,1.52,1.92,1.09,0.83,225.62,3.43,4.88,2.47,2.41,226.31,2.98,5.25,6.11,0.86
3.48,94.56,2.11,97.08,2.09,2.61,1.52,1.09,103.62,3.63,4.49,3.09,1.41,104.5,-0.71,2.23,0.73,-1.5
4.46,98.44,0.6,96.76,1.93,2.52,1.65,0.88,178.75,3.55,4.39,2.88,1.51,181.31,1.76,4.56,3.88,-0.68
7.63,99,1.85,95.83,2.55,3.47,1.71,1.76,211.31,5.09,7.11,3.68,3.43,213.88,9.09,8.36,12.4,4.04
5.19,95.75,31.12,94.98,3.16,5.73,1.8,3.93,185,5.55,9.1,3.39,5.71,186.19,3.72,12.47,11.74,-0.73
2.99,85.56,1.1,95.29,4.48,5.42,2.69,2.73,274.94,8.48,10.01,5.84,4.16,275.5,-1.83,5.97,0.52,-5.45
2.56,82.88,0.27,96.44,2.54,4.5,1.65,2.85,242.25,5.07,8.28,3.3,4.98,244,-3.26,9.25,1.15,-8.1
2.32,85,1.76,95.55,3.07,4.23,1.22,3,291.94,5.57,7.45,2.4,5.05,292.69,-4.7,5.79,-2.1,-7.89
1.65,82.31,0.16,96.04,1.66,2.4,1.3,1.1,288.69,3.06,4.66,2.3,2.36,288.19,-8.01,5.02,-5.49,-10.51
2.5,93.75,0.73,96.08,2.94,4.2,1.48,2.72,191.19,5.39,7.52,2.81,4.71,194.06,-5.42,10.13,-0.63,-10.77
3.6,96.44,3.67,95.21,2.26,4.26,1.13,3.12,245.38,4.41,7.04,3.09,3.95,247.69,-0.99,10.05,2.26,-7.8
1.34,89.12,3.1,95.39,4.37,5.17,2.66,2.52,306.38,7.4,8.56,4.92,3.64,308.38,-11.52,4.57,-8.63,-13.2
2.32,92.94,0.19,95.94,2.29,2.77,1.88,0.9,241.44,4.5,5.04,3.3,1.73,243.69,-6.07,10.88,-1.44,-12.31
3.36,94.06,0.01,96.03,2.53,3.35,1.41,1.94,269.62,5.44,6.23,4.34,1.89,270.44,-1.3,6.73,1.8,-4.93
3.54,97.94,1.57,96.84,1.59,2.07,1.02,1.05,304.5,3.63,4.77,2.07,2.7,305.06,-1.3,7.74,1.47,-6.27
2.38,90.31,0.03,97.51,1.77,2.47,1.04,1.43,189.81,3.38,4.9,1.71,3.2,190.62,-4.8,9.95,1.4,-8.55
3.91,99.19,2.95,96.33,2.51,3.2,1.87,1.33,185.25,4.95,5.84,4.34,1.51,188.25,-0.08,5.75,1.92,-3.83
4.58,98.38,0.13,95.42,1.88,2.28,1.35,0.93,226.81,4.38,5.15,3.12,2.02,228.06,1.62,5.29,4.77,-0.51
4.39,99.56,0.45,94.78,1.38,1.73,1.04,0.7,207.75,3.14,3.81,2.22,1.59,209.25,1.15,1.52,2.07,0.56
3.97,95.38,0.91,95.39,2.98,3.84,1.53,2.31,290.88,5.71,6.75,3.55,3.2,292.19,0.58,5.62,2.3,-3.31
4.39,95.12,0.1,95.52,2.55,3.52,0.98,2.53,245.75,5.02,7.16,2.17,4.99,247.5,1.75,7.33,4.85,-2.48
3.91,92.62,0.3,95.66,2.69,3.77,1.59,2.2,285.12,5.02,7.16,2.62,4.53,286.69,0.72,6.37,3.93,-2.44
