T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
31.48,7.87,35.42,27.55,16.24,57.12,0.11,99.87,3.94,5.36,1.91,3.45,237.56,5.02,6.54,2.3,4.24,240.19
30.66,8.03,35.41,27.38,16.54,60.56,3.35,99.91,5.23,6.17,3.98,2.19,245.62,6.79,8.67,5.04,3.63,246.81
29.59,7.72,33.6,25.88,16.91,65.88,0.56,99.79,5.4,6.79,3.95,2.84,228.94,6.79,8.55,5.04,3.52,230.38
30.07,7.53,34.03,26.5,16.24,61.81,0.98,99.62,5.75,6.88,3.91,2.97,252.81,7.49,8.34,6.48,1.86,254.12
30.08,8.99,34.84,25.85,16.05,61.5,0.36,99.72,4.56,6.37,2.59,3.78,256.56,6.12,7.4,5.08,2.32,258.25
31.37,12.2,37.86,25.65,15.69,56.94,0.11,99.88,5.05,7.35,2.14,5.2,225,6.29,8.91,2.64,6.26,227.69
31.94,10.37,37.61,27.24,15.2,53.19,0.06,99.89,5.12,7.13,3.8,3.33,229.19,6.38,8.52,4.65,3.87,231.94
31.84,9.53,36.8,27.27,15.69,54.19,0.04,99.79,5.27,7.7,2.53,5.17,222.94,6.48,9.41,3.2,6.2,224.81
31.36,8.29,35.7,27.41,15.87,56.31,0.03,99.9,5.88,8.66,2.22,6.45,230.69,7.06,10.54,2.58,7.96,232.56
31.08,8.16,35.54,27.38,16.05,58.12,14.56,100.07,4.83,7.06,2.91,4.15,250.38,6.11,8.86,3.46,5.41,252.06
27.56,3.61,29.62,26.01,17.52,76.56,17.97,100.29,3.89,5.66,1.98,3.69,257.25,4.84,6.97,2.33,4.64,257.25
28.3,6.48,32.05,25.57,17.82,74.88,3.65,100.17,3.84,5.62,0.44,5.17,217.56,4.94,7.45,0.62,6.82,218.81
30.15,10.84,36.17,25.33,17.46,67.56,7.82,100.03,3.88,5.77,2.66,3.12,243.12,5.32,7.07,3.84,3.23,247.5
30.23,9.97,35.81,25.84,17.21,65.69,8.57,100.01,4.2,6.35,2.67,3.68,248.5,5.94,7.54,3.69,3.86,251.81
29.79,7.52,33.93,26.4,17.4,67.19,0.6,100.02,3.7,5.48,0.77,4.71,204.5,5.03,7.9,1.03,6.87,209.44
29.83,8.61,34.82,26.22,17.46,67.69,0.1,99.96,5.52,7.89,3.22,4.67,213.94,6.82,10.05,3.8,6.25,215.62
28.82,6.66,32.55,25.89,17.76,72.31,0.07,99.92,4.98,6.48,3.05,3.42,222.44,6.14,8.12,3.69,4.44,223.75
29.01,7.59,33.27,25.68,17.46,70.62,0.02,99.81,4.7,6.65,1.37,5.27,220.44,5.86,8.57,1.81,6.76,222.06
29.11,5.44,31.79,26.35,17.82,70.88,0.22,99.74,4.9,6.51,3.03,3.48,252.25,6.55,8.42,4.6,3.82,253.31
28.84,6.61,32.52,25.9,17.52,71.06,2.34,99.76,4.73,6.22,2.84,3.38,247.62,6.35,7.54,5.17,2.37,248.75
30.15,10.32,35.82,25.51,16.72,64.25,0.62,99.79,5.84,7.62,4.52,3.11,236.38,7.82,9.06,5.95,3.12,237.38
30.18,10.05,35.6,25.55,16.72,63.62,0.1,99.82,6.39,9.04,3.99,5.05,226.69,8.46,10.63,6.57,4.06,228.62
30.33,10.35,36.01,25.66,17.33,65.31,2.08,99.88,4.38,6.64,2.73,3.9,240,5.98,7.87,4.21,3.66,242.25
30.14,8.66,35.08,26.43,17.76,67.62,0.91,99.95,4.05,5.13,2.72,2.41,244.44,5.57,7.45,4.41,3.03,247.19
28.9,6.95,32.64,25.69,16.97,69,7.26,99.97,5.21,7.11,2.93,4.18,263.44,7.16,8.53,5.45,3.08,264.19
28.16,8.34,33.34,25.01,15.08,64.5,10.71,99.96,6.25,8.66,4.09,4.57,275.75,8.36,10.9,6.07,4.83,275.94
28.02,8.84,33,24.16,15.56,67.06,3.37,99.89,5.81,8.47,3.64,4.83,251.75,7.87,11.02,5.55,5.47,252.06
28.57,8.16,33.01,24.87,16.72,69.19,1.33,99.85,5.84,7.76,3.66,4.09,232.81,7.94,10.04,5.74,4.3,233.56
29.23,9.45,34.54,25.1,16.85,67.56,0.31,99.88,6.1,8.6,3.46,5.14,227.69,8.12,10.59,5.5,5.09,229.75
29.65,8.62,34.53,25.91,17.4,67.94,0.01,99.93,4.98,6.18,3.56,2.62,229.06,6.88,8.35,5.52,2.83,230.94
29.98,8.8,34.73,25.92,16.6,63.88,0,99.99,5.19,7.28,3.44,3.84,240.69,7.19,8.59,5.52,3.07,242.88
30.04,11.17,36.25,25.08,15.99,62.25,0,100.05,4.85,6.67,2.94,3.73,240.12,6.55,7.96,4.7,3.26,243.38
30.4,11.29,36.71,25.42,16.17,61.44,0,100.05,4.74,6.92,3.7,3.22,229.25,6.43,8.09,4.64,3.45,233.31
30.75,11.38,37.15,25.78,15.93,60,0,100.1,3.64,6.28,0.75,5.53,245.94,4.89,7.4,1.58,5.82,255
29.94,10.26,35.13,24.87,16.17,62.81,0.01,100.02,3.77,5.89,1.38,4.52,251.44,5.16,7.56,2.42,5.14,254.81
29.75,7.58,34.08,26.51,16.85,65.31,0.01,99.94,3.94,5.36,1.74,3.62,237.69,5.28,7.16,2.55,4.62,240.81
30.26,9.45,35.48,26.03,16.54,63.31,0.02,100,3.72,4.69,2.73,1.95,217.12,4.89,6.68,3.65,3.03,221.06
30.5,9.99,36.05,26.06,15.93,60.25,0.03,100.11,3.73,5.25,1.78,3.47,226.38,5.02,7.06,2.24,4.83,229.62
31.05,9.38,36.21,26.83,16.6,60.75,0.01,100.1,4.02,6.31,1.06,5.26,199.62,5.12,7.95,1.23,6.71,202.94
30,6.29,33.83,27.54,17.64,67.31,6.67,100.1,3.66,6.08,1.88,4.2,221.31,4.73,7.55,2.42,5.13,223.44
29.15,7.63,33.49,25.86,17.64,70.88,8.89,100.05,4.7,6.62,2.38,4.26,228.5,6.04,8.16,2.98,5.18,230.12
29.26,5.98,32.29,26.3,17.09,67.75,0.57,99.91,4.3,6.23,2.12,4.12,234.25,5.91,8.79,2.72,6.07,235.94
30.01,9.8,35.32,25.51,16.3,63.19,0.09,99.82,4.44,5.87,1.83,4.04,231.94,5.91,8.15,2.27,5.88,234.56
29.86,8.4,34.31,25.91,16.6,64.44,0.1,99.84,4.08,5.68,0.88,4.8,233.44,5.21,7.48,1.11,6.37,233.94
29.55,7.47,33.72,26.25,18.01,70.44,3.49,99.79,3.38,4.71,0.84,3.87,209.12,4.53,6.54,1.16,5.38,210.56
30.35,8.68,35.3,26.62,17.82,67.25,0.12,99.76,5.49,7.74,3.32,4.42,206.19,7.02,9.03,4.08,4.96,207.19
29.54,6.84,33.24,26.4,17.82,69.56,4.33,99.89,3.55,5.45,1.12,4.32,206.12,4.69,7.33,1.36,5.97,209.56
28.51,5.64,31.76,26.12,17.94,74.31,1.58,100.03,3.68,5.73,1.04,4.7,206.44,4.67,7.27,1.17,6.1,208.56
28.57,5.77,31.58,25.8,17.4,72.06,0.18,100.02,3.85,5.71,0.92,4.79,205.56,4.92,7.24,1.04,6.2,208
28.55,6.34,32.24,25.9,17.33,71.75,0.19,99.94,4.29,5.78,1.41,4.36,216.94,5.38,7.45,1.77,5.68,218.44
28.65,6.36,32.48,26.12,17.82,73.19,1.53,99.89,3.93,6.08,1,5.08,236.75,5.08,7.66,1.52,6.14,238.06
28.48,7.31,32.87,25.55,17.88,74.44,10.86,99.97,4.31,6.58,2.73,3.85,247.56,5.88,7.78,4.59,3.18,249.62
28.33,8.08,32.49,24.41,15.99,67.44,1.06,100.05,4.44,6.08,2.5,3.58,266.94,6.13,7.27,4.64,2.63,268.19
28.9,8.58,33.51,24.93,16.05,65.81,0.84,99.89,6,7.66,5.04,2.62,266.38,8.07,9.15,7.19,1.96,267.06
29.51,10.78,35.58,24.8,15.62,62.19,0.31,99.78,6.91,8.84,5.09,3.74,255.19,9.11,10.52,6.88,3.65,256.25
28.89,8.15,33.24,25.08,15.75,63.88,0.13,99.73,6.8,7.84,5.42,2.41,238.62,8.78,10.06,6.59,3.47,239.69
28.69,8.57,33.79,25.22,16.91,69.88,0.12,99.77,7.05,8.85,6.07,2.78,226.44,8.61,10.93,7.59,3.34,227.62
29.75,8.81,34.27,25.46,17.03,66.56,0.12,99.84,6.36,7.94,5.22,2.71,240.88,8.14,9.95,7.02,2.93,242.19
29.44,8.12,34.39,26.26,17.58,69.25,0.03,99.88,5.83,7.48,4.27,3.22,239,7.43,8.84,5.76,3.09,240.06
29.35,7.85,33.51,25.65,16.66,66.31,0.25,99.98,5.49,8.13,3.95,4.19,245.44,7.36,9.55,5.77,3.77,246.69
29.68,9.17,34.81,25.64,16.05,63.44,0.67,100.02,5.52,7.52,4.41,3.11,257.25,7.44,9.07,5.8,3.26,257.75
30.15,10.6,35.92,25.31,15.56,60.25,0.54,99.95,6.03,7.41,4.61,2.8,254.31,7.99,9.13,6.15,2.99,255.06
28.87,7.5,33.45,25.95,16.42,67.12,5.49,99.98,6.24,8.34,4.41,3.93,247.94,7.91,10.01,6.2,3.8,248.88
29.26,9.88,34.77,24.89,16.66,67.12,0.78,99.89,4.74,6.96,2.94,4.02,243.44,6.33,8.19,4.52,3.67,245.81
29.19,7.54,33.41,25.87,16.17,64.75,0.03,99.88,5.66,7.46,4.75,2.71,252.69,7.57,9.65,5.71,3.94,253.56
29.1,7.73,33.37,25.64,16.42,66.06,0.04,99.89,6.83,8.99,4.86,4.14,248.5,8.62,11,6.4,4.59,249.69
30.02,9.92,35.51,25.58,16.24,62.5,2.44,99.86,6.05,7.79,4.9,2.89,260.44,8.12,9.39,7.04,2.35,261.38
30.36,10.55,36.15,25.6,16.17,61.38,0.09,99.85,6.24,8.62,4.64,3.98,259.56,8.21,10.59,6.48,4.1,260.25
30.83,10.69,36.26,25.58,15.38,57.19,0.01,99.73,6.62,8.48,4.93,3.55,265.19,8.82,10.31,6.95,3.36,265.75
30.86,10.37,36.28,25.91,15.75,57.81,0.14,99.67,4.38,6.16,2.23,3.94,256.25,5.84,8.08,3.57,4.51,260
30.73,9.13,35.72,26.58,16.48,60.44,4.5,99.71,4.77,6.71,2.95,3.77,258.56,6.41,8.02,5.15,2.87,260.69
29.16,7.21,33.27,26.07,17.33,69.31,7.03,99.81,4.77,6.3,2.78,3.52,264.56,6.58,7.53,5.4,2.13,265.62
29.05,8.68,33.74,25.06,16.72,67.88,2.21,99.8,5.76,7.36,4.72,2.64,251.69,7.66,8.93,6.43,2.49,252.56
29.62,9.88,35.06,25.19,16.48,64.81,1.09,99.8,5.12,7.19,3,4.2,243.12,6.97,8.43,4.94,3.49,244.75
29.8,9.67,35.23,25.56,16.05,62.56,0.55,99.92,4.95,6.74,3.3,3.45,247.25,6.72,8,5.34,2.66,248.81
29.83,9.61,35.1,25.49,15.87,61.81,0.15,99.98,5.67,6.7,4.41,2.28,235.75,7.43,8.69,6.17,2.52,237.62
30.58,11.09,36.97,25.88,15.87,59.62,0.32,99.89,6.45,8.22,5.12,3.09,249.06,8.28,9.75,6.73,3.02,250.25
31.15,10.88,36.69,25.82,15.01,54.88,0.02,99.85,6.45,8.76,4.47,4.29,259.81,8.61,10.63,6.15,4.48,260.62
31.4,10.22,36.65,26.44,14.83,53.19,0.11,99.83,6.23,8.02,4.74,3.28,260.94,8.23,9.61,6.65,2.96,261.69
30.62,8.77,35.47,26.7,16.11,59.69,1.17,99.87,5.27,6.74,4.5,2.24,227.38,6.61,7.84,5.51,2.33,229.75
30.94,10.22,36.62,26.4,16.3,60,2.05,100.07,3.36,5.72,0.99,4.73,210.94,4.23,6.82,1.31,5.51,214.19
30.13,5.81,33.55,27.73,18.07,68.19,23.17,100.06,3.51,5.15,1.52,3.63,218.69,4.63,6.79,1.98,4.81,221.5
28.79,7.19,33.18,25.99,18.07,74.12,4.9,100.01,3.75,6.78,0.32,6.46,213.44,4.72,8.37,0.47,7.9,216.94
29.26,7.07,33.27,26.2,18.01,71.75,2.01,99.91,3.66,5.03,1.66,3.38,222.56,4.98,6.67,2.1,4.57,227.25
29.52,8.76,34.34,25.58,16.97,67.38,1.07,100.04,3.16,5.14,0.56,4.58,216.19,4.13,6.84,0.64,6.2,218.81
29.69,9.45,35.13,25.69,17.09,67.62,1.39,100.15,2.93,4.66,0.83,3.84,221.31,3.87,5.48,1,4.48,223.38
27.52,4.65,30.33,25.68,18.19,79.56,5.6,100.19,3.28,4.32,1.08,3.25,216.75,4.1,5.56,1.24,4.33,218.38
27.83,6.97,31.77,24.8,17.7,76.5,6.44,100.08,3.39,4.54,1.3,3.23,206.38,4.46,6.27,1.69,4.58,207.81
29.23,8.49,34.11,25.62,18.07,72.5,3.35,100.15,4.98,6.12,4.14,1.98,183.31,6.44,8.18,5.27,2.91,184.19
29.05,6.92,32.71,25.79,18.37,73.88,1.51,100.18,4.31,5.56,3,2.56,189,5.54,7.59,3.23,4.36,190.19
29.08,7.23,32.96,25.73,18.8,75.44,23.16,100.1,4.41,6.45,0.09,6.36,246.88,5.83,7.98,0.2,7.77,242.94
28.73,6.77,32.65,25.87,18.55,76.12,10.68,99.95,3.08,4.38,1.84,2.54,230.5,4.16,6.45,3.07,3.38,233.12
28.47,6.68,32.18,25.5,17.46,72.44,0.82,100,3.23,4.78,0.81,3.97,229.69,4.39,6.28,0.96,5.32,244.5
28.38,6.01,31.44,25.43,17.58,73.25,1.36,100.1,4.07,5.88,1.66,4.23,248.56,5.45,7.91,2.74,5.17,249.62
27.88,5.1,30.5,25.4,18.13,77.44,9.48,100.02,3.69,5.76,2.12,3.64,239.19,4.9,7.88,2.48,5.39,241.38
27.46,4.78,30.13,25.35,18.55,80.94,12.2,99.94,3.55,5.3,1.74,3.55,266.56,4.71,6.2,2.62,3.58,268.44
28.88,9.45,34.05,24.6,17.58,72.12,4.25,100.03,3.25,5.19,1.74,3.45,250.5,4.59,6.07,2.52,3.55,254.69
28.87,8.26,33.71,25.46,17.7,72.31,1.45,100.18,3.79,5.62,2.39,3.23,274.94,5.53,7.16,4.14,3.02,276.19
28.05,6.08,31.23,25.15,17.76,75.44,3.18,100.15,3.26,5.09,1.25,3.84,261.25,4.52,6.03,1.83,4.2,262.94
28.69,8.52,33.65,25.14,17.94,74.25,3.68,100.08,4.05,5.77,1.47,4.3,236.38,5.42,6.78,2.37,4.41,239.31
29.32,9.21,34.33,25.12,17.4,69.62,0.87,100.04,3.09,4.57,0.71,3.86,235.44,4.22,6.16,1.19,4.98,238.12
29.39,8.95,34.32,25.37,17.64,70.44,0.92,100.05,3.47,5.01,0.27,4.73,233.75,4.72,6.63,0.31,6.32,235.94
29.19,8.59,33.98,25.4,18.19,73.25,9.81,100.03,3.25,5.07,1.3,3.77,221.88,4.3,5.94,1.65,4.29,224.12
27.71,5.11,30.62,25.51,18.07,78.12,2.5,100.2,4.26,5.26,3.21,2.05,238.88,5.8,7.16,4.44,2.73,240.38
28.94,9.85,34.48,24.63,16.85,69.38,0.32,100.16,3.75,5.12,2.85,2.27,240.56,5.28,6.76,4.16,2.6,244.06
28.94,10.04,34.66,24.62,16.54,67.62,6.27,100.13,4.18,6.08,2.59,3.48,257.06,6.11,7.3,4.64,2.66,259.5
27.51,7.58,31.77,24.19,16.48,72.88,1.71,100.13,4,4.84,2.62,2.22,234.56,5.48,7.08,3.27,3.81,236.94
28.44,8.79,33.48,24.69,17.7,74.12,7.96,100,3.23,5.35,0.88,4.47,230.38,4.14,6.64,1.38,5.25,232.06
28.33,7.6,32.77,25.17,17.15,72.19,2.5,99.91,4.43,7.49,2.21,5.29,292.19,6.34,9.09,3.54,5.55,292.81
28.4,7.9,32.82,24.93,16.54,69.44,0.34,99.86,4.1,6.55,1.8,4.74,285.56,5.9,8.27,3.01,5.26,286.38
28.63,9.08,34.08,25,16.85,69.94,0.19,99.81,3.85,5.89,1.77,4.12,244.5,5.38,7.1,3.38,3.73,247.56
28.53,7.7,33.08,25.39,17.52,72.62,0.63,99.84,4.04,6.06,2.2,3.86,213.94,5.41,8.06,2.9,5.16,216.12
29.42,8.76,34.33,25.57,18.19,72.38,1.41,99.94,3.63,5.59,2.26,3.34,218.06,4.71,7.35,2.78,4.57,221.06
29.12,8.3,33.98,25.67,17.88,72.12,0.14,99.98,3.08,5.58,1.03,4.55,221.56,4.05,7.41,1.45,5.95,223.62
29.73,8.27,34.61,26.33,18.07,70.56,0.21,99.99,4.02,6.21,2.23,3.98,212.06,5.37,8.25,2.85,5.4,214.56
29.45,8.79,34.38,25.58,17.03,67.62,0.3,100.02,4.34,6.16,2.87,3.3,219.44,5.9,8.45,3.6,4.85,222.56
29.46,8.11,34.05,25.94,17.4,68.75,0.52,100.02,4.09,5.64,1.42,4.22,223.88,5.54,7.83,1.83,5.99,226.06
29.6,8.86,35.02,26.16,17.33,68.56,0.21,99.98,3.74,5.28,1.4,3.88,218.12,4.95,7.19,1.82,5.38,220.56
29.94,8.8,35.2,26.4,18.37,70.88,2.66,99.96,4.04,6.2,1.41,4.79,225.75,5.24,7.65,2.09,5.55,224.81
29.67,9.33,35.33,26,17.58,69.62,0.23,99.98,3.52,5.84,1.7,4.14,226.12,4.62,7.13,2.29,4.84,228.12
29.52,10.04,35.39,25.35,17.15,68.56,1.77,100.11,3.68,6.2,1.08,5.13,231.88,4.95,7.83,1.47,6.36,234.19
29.36,9.95,35.01,25.06,17.46,70.56,0.06,100.17,3.31,5.16,0.79,4.36,230.94,4.43,6.7,0.95,5.75,232.69
29.55,9.14,35.01,25.87,17.76,70.56,0,100.13,3.39,5,1.46,3.54,190.19,4.55,6.57,1.55,5.02,204.12
29.21,7.46,33.55,26.08,18.74,75,0.02,100.11,4.04,5.26,2.79,2.46,192.94,5.3,7.23,3.36,3.88,194
28.54,5.48,31.73,26.23,19.17,79,3.07,100.15,4.35,5.33,3.25,2.08,177.56,5.8,6.59,5.05,1.52,178.25
28.6,6.89,32.51,25.62,18.55,76.75,0.29,100.29,4.28,5.59,3.36,2.23,173.81,5.67,6.35,4.7,1.65,174.56
28.37,6.22,32.16,25.94,18.13,76.06,1.21,100.23,4.2,5.52,2.82,2.7,184,5.54,7.54,3.24,4.3,184.75
28.19,6.96,32.24,25.28,17.4,74.19,2.22,100.14,3.77,5.35,2.45,2.9,185.75,5.03,7.53,2.86,4.67,186.62
27.76,6.3,31.42,25.12,18.25,78.88,31.17,100.09,3.68,4.98,2.6,2.38,181.81,4.88,6.54,3.02,3.52,182.75
26.96,4.95,29.92,24.96,18.01,81.25,15.41,100.11,2.52,3.8,1.63,2.17,177.38,3.37,5.8,1.65,4.15,178.19
27.23,6.91,31.3,24.39,17.64,78.56,3.04,100.08,2.54,4.41,0.32,4.09,154.75,3.3,6.06,0.35,5.71,156.62
27.12,5.85,30.56,24.71,18.13,81.06,4.9,100.17,3.26,4.62,2.34,2.27,143.81,4.24,5.91,2.76,3.15,144.25
27.13,5.9,30.58,24.68,18.07,80.75,3.6,100.18,2.49,4.09,1.39,2.7,117.44,3.34,4.51,1.5,3.01,117.81
26.66,4.38,29.34,24.97,18.07,82.69,2.04,100.16,1.9,3.31,0.41,2.91,66.62,2.48,4.48,0.51,3.97,66.88
27.35,5.05,30.24,25.19,18.31,80.69,6.15,100.11,2.34,4.06,0.98,3.09,81.75,3.12,5.01,1.18,3.82,81.44
26.31,2.87,27.86,25,18.86,87.75,26.43,100.14,3.27,4.8,2.21,2.58,50.31,4.42,5.46,3.09,2.38,49.62
26.44,2.66,28.08,25.42,19.35,89.25,47.2,100.05,4.59,6.55,3.07,3.48,42.44,6.18,7.55,4.82,2.73,41.44
26.63,2.82,28.33,25.51,19.65,89.75,25.44,100.09,4.75,6.44,3.09,3.34,111.12,6.3,7.73,4.83,2.91,110.19
26.31,2.43,27.73,25.3,19.78,91.94,13.24,100.15,3.88,5.79,2.06,3.73,117.25,5.22,6.78,3.04,3.74,117.56
26.51,3.27,28.49,25.23,19.29,88.75,4.7,100.15,3.88,5.23,2.77,2.46,120.44,5.3,5.97,4.11,1.86,120.12
26.48,2.98,28.32,25.33,18.86,87.25,0.44,100.3,3.01,4.03,1.7,2.33,137.25,4.11,5.91,2.35,3.57,137.38
27.02,4.16,29.51,25.36,18.19,81.75,0.87,100.41,1.36,2.15,0.25,1.9,129.44,1.74,3.26,0.26,3,128.88
27.58,6.35,31,24.65,17.58,76.62,0.95,100.38,1.44,2.66,0.38,2.28,146.75,1.85,4.15,0.42,3.73,146.44
26.8,4.34,29.2,24.87,18.13,82.25,1.65,100.29,1.82,2.61,0.62,1.98,152.75,2.41,4.07,0.8,3.27,168.25
27.23,5.47,30.55,25.08,17.03,76.06,0.58,100.27,2.38,4.02,0.84,3.18,44.62,3.27,6.42,1.09,5.34,43
26.59,4.53,29.19,24.65,18.43,84.56,9.39,100.2,3.63,4.91,2.11,2.8,128.12,4.91,5.96,3.21,2.76,127.12
26.78,3.68,28.97,25.29,19.04,86.12,11.91,100.05,3.48,4.83,2.55,2.28,51.62,4.8,5.58,3.64,1.94,49.69
26.58,3.19,28.51,25.33,18.8,86.25,6.55,100.06,2.48,3.55,1.19,2.36,74.12,3.3,4.19,1.63,2.55,73.5
26.78,5.59,29.74,24.15,18.31,83.12,1.65,99.91,3.27,6.2,1.09,5.12,230.25,4.32,8.41,1.5,6.91,231.5
27.61,7.05,31.21,24.15,18.98,82.12,3.09,99.8,3.2,6.18,1.51,4.66,179.31,4.36,8.41,1.53,6.88,193.19
27.83,6.05,31.39,25.34,19.17,82,1.32,99.94,2.95,4.15,1.51,2.64,156.56,4.1,6.09,1.59,4.5,155.56
27.9,5.33,31.1,25.76,18.92,80.75,1.01,100.06,2.81,4.32,0.4,3.92,67.38,3.78,6.3,0.52,5.77,66.62
26.89,3.15,28.69,25.55,19.41,87.31,5.08,100.15,3.06,4.23,2.12,2.1,59.88,4.21,4.89,3.18,1.71,58.5
26.27,3.39,28.37,24.98,18.86,88.38,14.85,100.33,3.54,4.86,1.96,2.9,36.69,4.75,5.75,2.83,2.92,35.94
26.48,3.91,28.84,24.94,19.1,88.25,6.78,100.33,4.21,6.56,2.57,3.99,40.12,5.68,7.66,4.23,3.42,37.81
26.51,4.09,29.06,24.97,18.86,87.06,4.14,100.21,2.81,4.09,1.86,2.23,51.62,3.9,4.75,3.2,1.55,49.06
26.4,3.51,28.43,24.92,18.49,85.62,1.64,100.2,2.13,3.55,0.74,2.81,91.81,2.8,4.05,0.94,3.1,91.12
26.99,4.23,29.37,25.13,18.43,82.69,0.68,100.23,1.51,2.3,0.61,1.7,68.81,1.99,3.72,0.78,2.94,68.12
26.52,3.23,28.14,24.91,18.55,85.56,6.75,100.19,1.5,2.31,0.33,1.98,217.25,2.04,3.88,0.39,3.48,232.56
27.63,7.19,31.32,24.13,18.55,80.5,6.12,100.05,2.67,4.38,0.77,3.6,234.06,3.7,5.88,1.02,4.87,233.56
27.19,5.88,30.2,24.33,16.66,74.88,0.71,100.11,3.4,6.75,1.7,5.06,277,4.45,7.87,2.27,5.6,278
26.02,12.18,32.04,19.85,14.83,71.62,0.01,100.08,3.63,4.73,2.19,2.55,285.19,5.18,7.13,3.42,3.71,286.69
25.98,11.27,31.82,20.55,14.83,72.12,0,100.07,4.82,7.04,2.9,4.13,297.06,6.62,8.31,4.38,3.92,297.88
26.24,9.38,30.9,21.53,14.1,67.19,0,100.17,3.01,4.45,0.86,3.59,257.88,4.33,7.56,1.09,6.48,259.19
27.42,8.75,31.8,23.05,16.91,74.94,0.14,100.27,2.89,4.38,1.34,3.04,215.25,4.02,5.84,1.54,4.3,216.94
27.44,5.62,30.48,24.86,18.13,79.62,1.42,100.27,2.49,3.8,0.57,3.23,213.25,3.3,5.56,0.55,5.01,216.19
26.97,5.34,29.76,24.41,18.13,81.75,0.93,100.24,2.3,3.04,1.23,1.8,154.38,3.13,4.74,1.64,3.1,153.81
26.84,5.49,29.81,24.32,18.25,82.81,6.61,100.31,2.66,4.38,0.48,3.9,144.06,3.58,6.05,0.59,5.46,142.94
26.74,5.78,29.84,24.06,17.88,81.81,1.82,100.44,4.22,5.55,3.08,2.48,58.25,5.8,6.38,4.9,1.48,57.62
25.57,7.13,29.83,22.69,15.75,77.81,0.03,100.5,4.5,6.16,3.32,2.84,35.88,6.17,7.24,4.88,2.37,35.56
24.87,7.3,28.88,21.58,14.65,75.31,0,100.54,3.88,5.14,3.14,2.01,37.75,5.18,5.91,4.4,1.51,37.31
25.55,8.38,30.05,21.67,14.59,72.25,0,100.55,3.74,5.42,2.41,3,42.69,5.03,6.7,3.33,3.37,42.44
25.64,7.05,29.72,22.67,14.65,72.25,0,100.6,3.84,5.7,2.02,3.68,42.75,5.12,7.16,2.76,4.4,42.75
25.27,7.99,29.65,21.65,13.49,68.12,0,100.7,4.36,5.57,3.2,2.38,29.81,5.95,7.47,4.44,3.03,30.12
25.5,7.86,29.8,21.94,14.28,71.25,0,100.72,4.52,5.64,3.59,2.05,25.94,6.27,8.31,5.2,3.12,25.88
25.61,6.47,29.44,22.98,14.47,71.69,0.01,100.78,4.84,6.2,3.38,2.82,23.81,6.67,7.65,5.23,2.41,23.56
24.94,8.09,29.69,21.6,13.06,68.19,0,100.79,4.62,6.16,3.48,2.68,30.25,6.34,7.19,5.27,1.93,30.12
24.65,8.41,29.15,20.73,13.12,69.19,0,100.75,4.88,6.54,3.52,3.02,41.19,6.59,7.52,5.51,2,41
24.92,7.65,29.08,21.43,14.04,72.69,0,100.78,4.61,6.09,3.27,2.82,32.75,6.24,7.48,4.96,2.52,32.56
25.47,6.86,29.35,22.49,15.01,74.81,0.95,100.81,5.38,7.77,3.47,4.3,31.69,7.16,9.05,5.56,3.49,30.94
25.17,4.02,27.58,23.57,16.3,81.88,19.07,100.72,6.62,9.15,4.58,4.56,23.44,8.68,10.91,7.04,3.87,23.25
25.1,2.53,26.62,24.09,18.01,90.38,14.18,100.54,5.2,6.91,4.26,2.66,38,6.98,8.16,6.42,1.74,37.12
25.09,2.83,26.93,24.1,17.52,88.06,13.01,100.52,5.48,6.55,4.25,2.3,48.5,7.34,8.07,6.64,1.43,48.25
25.12,2.5,26.72,24.22,17.58,88,21.17,100.52,6.27,8.18,5.03,3.15,64.12,8.35,9.76,6.87,2.88,63.94
25.37,3.02,27.22,24.21,17.52,86.56,24.88,100.55,5.08,5.84,3.93,1.91,75.94,6.99,7.74,6.27,1.47,75.56
25.48,4.49,28.17,23.68,17.09,84.31,4.35,100.51,5.18,6.65,3.67,2.98,74,7.15,7.81,6.05,1.76,73.56
25.09,5.27,28.29,23.01,15.32,77.5,0.9,100.56,4.69,6.18,3.55,2.62,57.44,6.58,7.33,5.84,1.49,57.31
24.7,6.23,28.15,21.91,14.65,75.88,0.17,100.53,4.36,5.7,3.42,2.28,38,6.06,6.87,5.34,1.52,37.94
24.4,7.33,28.24,20.9,15.5,81.62,0.15,100.45,4.45,5.88,3.25,2.64,22.88,6.05,7.34,5.05,2.29,22.81
25.5,5.59,28.6,23.01,17.7,86.94,18.74,100.44,5.54,8.09,3.49,4.59,33.06,7.41,9.41,5.68,3.74,32.31
25.23,3.26,27.11,23.85,18.13,90.19,27.71,100.57,4.35,5.23,3.59,1.64,67.81,6,6.58,5.14,1.44,67.44
25.33,4.8,28.05,23.24,17.33,85.94,11.31,100.56,4.72,6.69,3.27,3.41,54.56,6.41,7.81,5.33,2.48,54.38
25.51,3.91,27.83,23.92,17.33,85.12,2.4,100.58,4.84,6.09,3.73,2.36,54.62,6.59,7.1,5.81,1.29,54.25
24.97,4.89,27.98,23.09,16.05,81.81,1.05,100.7,5.08,6.71,4.16,2.55,45.38,6.99,7.68,6.63,1.05,45.12
