QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
1.46,95.38,0.07,100.35,6.52,7.41,5.26,2.16,208.94,9.06,9.81,8.06,1.75,209.88,-10.83,4.79,-8.33,-13.12
1.34,97.56,4.07,99.86,4.52,6.77,2.55,4.22,174.81,5.91,8.78,3.23,5.55,176.06,-11.94,6.54,-7.84,-14.37
2.5,95.25,4.72,98.23,4.31,13.96,0.59,13.38,119.31,6.01,16.99,1.02,15.98,121.31,-5.13,10.26,0.45,-9.8
0.85,91.69,0.21,99.5,8.69,13.66,6.02,7.64,231.81,11.34,16.63,9.02,7.62,232.75,-16.71,14.88,-6.27,-21.16
0.92,93.81,0.52,99.71,6.95,7.66,6.21,1.46,221.88,9.58,10.52,8.38,2.15,222.94,-16.1,4.84,-14.1,-18.95
0.67,95,0.51,99.59,4.76,7.05,1.59,5.46,260.06,6.37,9.31,2.32,6.99,260.19,-19.21,9.97,-14.52,-24.49
0.98,97.12,1.01,99.6,7.44,11.6,3.09,8.51,207.12,9.91,14.35,5.34,9.02,208.25,-16.02,15.18,-9.41,-24.59
2.01,94.75,5.01,98.73,12.16,14.42,8.48,5.94,214.56,15.06,17.57,11.23,6.34,216,-7.09,3,-6.02,-9.02
2.01,95.25,4.14,98.89,9.91,12.15,7.57,4.58,224,12.53,15.17,10.05,5.11,225.19,-7.05,4.8,-4.81,-9.61
2.26,93.56,1.47,99.07,12.08,13.19,10.6,2.59,220.44,15.06,16.45,13.45,3,221.75,-5.45,1.45,-4.66,-6.1
1.53,94.88,1.13,99.37,7.86,10.28,5.02,5.27,235.06,10.39,13.23,7.48,5.74,235.69,-11.49,14.91,-5.08,-19.99
0.55,95.56,1.91,100.53,6.9,10,4.23,5.77,232.56,8.84,12.47,6.22,6.25,233.5,-20.88,8.37,-14.94,-23.31
1.59,95.19,3.91,100.12,8.97,9.81,8.22,1.59,217.19,11.12,12.25,10.31,1.94,218.19,-9.98,6.04,-8.18,-14.23
1.65,95.44,1.04,100.34,7.66,8.77,5.38,3.38,226.75,9.98,11.36,8.11,3.25,227.94,-9.07,2.24,-8.47,-10.71
1.28,95.88,0.28,100.53,4.2,5.09,3.15,1.94,186.38,6.45,7.7,5.14,2.56,186.75,-12.07,3.78,-10.41,-14.19
1.22,97.44,1.52,100.14,5.02,6.26,3.31,2.94,204.75,6.85,8.48,5.38,3.1,205.25,-12.95,4.82,-10.55,-15.37
1.34,96.44,0.38,100.66,5.14,6.22,3.31,2.9,219.94,7.24,8.73,4.95,3.77,220.88,-11.81,3.63,-9.92,-13.56
1.34,96.06,1.35,100.79,5.25,6.55,3.93,2.62,218.5,7.52,8.31,6.99,1.32,219.5,-11.74,2.94,-10.27,-13.21
1.34,97.06,0.33,100.86,6.59,8.29,4.51,3.77,204.19,8.77,11.11,7.02,4.09,204.94,-12.01,5.98,-8.54,-14.52
1.28,97.38,0.96,100.89,7.74,8.31,7.19,1.12,211.25,9.71,10.88,9.24,1.63,212.31,-12.42,7.19,-9.34,-16.52
1.65,96,0.09,100.95,8.97,10.42,7.44,2.98,209,11.34,12.79,9.76,3.03,210.31,-9.31,4.7,-7.98,-12.68
1.65,95.5,0.49,100.69,8.81,9.88,7.66,2.23,203.69,11.22,12.62,10.27,2.35,205,-9.31,6.15,-6.54,-12.69
1.83,93.69,0.06,100.49,9.49,10.38,8.24,2.14,208.25,12.05,12.82,10.42,2.4,209.81,-7.7,5.02,-5.18,-10.2
1.59,95.06,0.05,100.21,7.16,9.76,5.32,4.44,204.75,9.76,12.24,7.41,4.83,205.81,-9.68,5.62,-7.21,-12.84
1.71,94.75,0.08,99.52,8.52,9.66,6.66,3,188.62,10.93,12.3,9.23,3.08,189.81,-9.31,7.1,-5.71,-12.81
2.5,96.94,0.19,99.19,8.07,9.02,7.37,1.65,200.81,10.23,11.74,8.76,2.98,201.94,-4.88,4.96,-2.75,-7.71
1.22,95.06,0.12,100,6.03,9.52,3.08,6.43,256.5,8.37,11.95,5.73,6.22,257,-14,17.13,-4.98,-22.11
0.49,95.19,0.18,100.71,2.26,3.98,0.66,3.32,191.81,3.21,5.54,0.88,4.66,192.44,-22.98,8.3,-19.71,-28.01
0.55,96.69,0.14,100.49,2.04,2.79,1.07,1.72,103.81,2.95,4.2,1.15,3.05,74,-21.68,7.03,-18.31,-25.34
0.55,98,0.35,100.36,4.23,6.56,0.97,5.59,34.88,5.62,7.45,1.35,6.09,35.38,-21.62,6.34,-18.17,-24.5
0.55,96.31,0.07,101.17,5.16,8.34,0.29,8.05,207.69,6.7,10.11,0.38,9.73,208.44,-21.5,10.55,-16.2,-26.76
1.34,95.94,2.22,100.28,8.99,10.81,7.21,3.6,205.75,11.14,12.91,9.4,3.52,207.19,-12.77,14.19,-7.77,-21.95
2.01,96.12,4.07,99.84,7.68,8.82,6.26,2.56,225.25,9.93,11.15,8.76,2.39,226.31,-7.09,3.45,-5.81,-9.25
2.2,96.12,2.85,99.98,7.26,8.09,5.98,2.12,215.69,9.32,10.1,8.56,1.54,216.75,-5.99,2.91,-4.68,-7.59
2.08,95.81,1.58,99.52,8.54,9.74,7.11,2.63,217.75,10.74,12.74,9.2,3.55,218.94,-6.76,4.23,-4.55,-8.77
2.56,96.19,0.94,99.91,6.62,8.94,4.08,4.86,217.75,8.85,11.38,7.01,4.36,218.5,-4.17,3.37,-2,-5.37
2.32,96.44,1.13,99.99,5.59,7.11,3.43,3.68,229.31,7.88,9.14,6.34,2.8,230.31,-5.59,4.57,-2.77,-7.35
2.44,97.62,0.15,100.65,4.86,6.43,3.38,3.05,221.06,7.09,8.09,6.28,1.81,221.44,-5.19,5.47,-1.93,-7.4
1.95,97.25,0.08,100.44,4.42,5.52,3.23,2.3,181.75,6.65,8.55,5.28,3.26,182.06,-7.53,5.5,-4.13,-9.63
2.99,94.56,2.87,99.36,7.25,10.23,4.59,5.63,167.38,9.38,12.7,6.85,5.84,168.25,-2.63,9.7,0.69,-9.01
3.48,92.81,0.51,99.11,8.48,11.2,6.51,4.69,214.56,10.98,14.15,9.3,4.84,215.62,-0.31,2.65,0.54,-2.12
2.62,94.06,3.96,98.78,9.59,13.48,6.57,6.91,207.19,12.1,16.95,8.16,8.77,208.31,-3.88,3.95,-1.81,-5.76
2.26,90.88,0.44,100.04,12.88,14.73,10.59,4.14,223.25,16.11,18.47,13.55,4.91,224.5,-5.19,1.31,-4.44,-5.75
2.62,94.12,4.8,99.66,10.66,14.65,4.26,10.4,220.5,13.38,18.24,6.8,11.45,221.81,-3.87,3.45,-2,-5.45
1.65,95.56,0.33,101.27,3.8,6.44,1.76,4.68,318.75,5.42,8.34,2.53,5.8,319,-9.7,13.54,-4.85,-18.39
0.92,98.12,0.08,102.31,2.89,3.95,1.9,2.05,222.81,4.18,5.16,2.65,2.52,223,-16.6,8.84,-11.27,-20.1
0.85,98.19,0.09,101.89,4.21,5.59,2.46,3.12,232.19,6.27,9.65,4.16,5.48,232.5,-17.47,12.06,-10.2,-22.26
0.92,97,0.05,101.74,6.31,7.66,5.25,2.41,205.44,8.08,10.64,6.63,4.01,206.06,-16.34,12.52,-9.59,-22.11
1.16,97,0.07,101.07,7.1,7.72,6.07,1.66,194.62,8.78,10.62,7.73,2.88,195.38,-14.12,13.49,-7.07,-20.56
1.28,98.56,0.1,100.79,3.47,6.88,0.48,6.4,167.31,4.45,8.5,0.5,8,168,-12.54,8.09,-8.7,-16.77
1.59,96.88,0.06,101.22,4.2,5.73,2.46,3.26,74.06,6.27,9.74,4.06,5.68,74.19,-10.23,10.6,-5.09,-15.69
0.92,96.94,0.04,101.61,5.48,6.35,4.67,1.67,64.44,7.51,10.79,5.73,5.05,64.88,-16.33,14.12,-8.67,-22.79
0.92,95.25,0.02,101.7,5.03,5.84,4.17,1.67,93.19,7.74,10.25,5.09,5.16,93.62,-16.23,14.36,-8.34,-22.69
1.28,93.75,0.04,101.32,4.91,6.2,3.11,3.09,133.19,7.88,9.64,5.52,4.12,133.62,-12.43,13.42,-4.01,-17.43
1.59,95.81,0.05,101.09,5.91,6.92,4.55,2.36,173.88,8.62,11.15,6.52,4.62,174.38,-10.31,13.3,-2.67,-15.97
1.77,91.88,0,100.49,6.7,7.55,5.7,1.85,162.94,9.8,11.28,7.61,3.67,163.81,-8.45,12.7,-2.21,-14.91
3.11,93.06,1.07,99.8,7.92,9.66,5.91,3.75,180.94,10.36,11.59,8.52,3.08,181.94,-1.82,6.31,0.4,-5.91
3.66,94.62,2.59,98.95,9.29,12.77,5.7,7.06,195.25,11.87,16.21,7.51,8.7,196.69,0.17,4.04,1.22,-2.83
2.81,91.5,0.35,99.09,9.38,12.5,6.73,5.77,238.25,11.76,14.92,8.55,6.38,239.31,-2.68,4.12,-0.39,-4.51
2.38,93.69,0.87,99.44,8.45,10.09,6.64,3.45,236.44,10.84,12.4,9.41,2.98,237.44,-4.85,3.03,-3.71,-6.74
3.36,92.75,7.51,98.97,14.46,18.25,7.91,10.34,217.5,17.85,22.31,10.27,12.04,218.94,-0.88,4.95,0.71,-4.25
3.66,90.38,0.89,99.04,15.34,17.28,11.05,6.23,220.31,18.99,20.78,14.37,6.41,221.62,0.65,1.19,1.13,-0.06
3.54,92.44,0.03,99.26,7.75,9.98,6.7,3.29,199.69,10.03,12.67,8.51,4.16,200.69,-0.06,2.16,0.83,-1.31
2.62,93,0.24,100.18,7.73,9.32,6.87,2.45,244.69,9.95,11,9.11,1.89,245.56,-3.73,6.49,-0.6,-7.1
2.75,92.06,0.06,100.48,7.84,9.75,5.8,3.95,206.69,10.46,11.79,9.07,2.72,207.81,-2.95,7.43,0.37,-7.06
2.44,92.19,0.41,99.61,8.59,11.66,5.42,6.23,209.62,11.02,14.05,9.24,4.8,210.44,-4.61,8.84,-0.39,-9.23
2.14,92.56,1.66,99.58,8.38,11.8,4.59,7.22,219.56,11.2,14.62,8.71,5.91,220.5,-6.41,10.95,-1.02,-11.97
1.71,93.75,0.65,100.83,6.7,8.61,4.27,4.34,248.75,8.76,10.04,7.12,2.91,249.44,-8.49,2.05,-7.32,-9.38
2.93,92.31,4.37,99.74,8.64,11.2,6.48,4.72,207,10.95,13.33,8.8,4.52,208.19,-2.69,9.97,0.94,-9.03
3.3,90,2.38,98,8.81,10.14,7.04,3.09,188.75,11.4,12.14,9.52,2.62,190.06,-0.97,5.22,1.32,-3.91
2.44,88.5,1.8,98.31,8.45,11.23,5.74,5.49,260.06,10.57,14.23,7.14,7.09,260.81,-4.17,7.98,0.33,-7.66
2.14,91.94,0.56,99.82,8.24,11.3,4.09,7.22,266.38,10.92,13.74,8.01,5.73,267.12,-6.05,6.73,-3.63,-10.36
1.53,91.5,0.04,100.76,5.09,7.09,3.77,3.33,278.5,7.53,9.02,4.73,4.3,278.88,-9.81,12.01,-4.92,-16.93
2.93,94.56,0.65,100.29,8.12,9.48,5.48,4,245.06,10.28,11.44,7.52,3.92,246,-2.73,8.22,0.43,-7.78
3.3,96.19,0.04,100.03,5.87,6.74,4.36,2.38,244.94,7.73,8.94,6.61,2.33,245.69,-1.31,4.15,0.26,-3.88
2.81,93,0.07,99.65,5.93,7.68,2.98,4.71,149.81,7.84,9.98,3.38,6.61,150.31,-3.12,9.07,-0.12,-9.19
1.89,92,0,99.62,7.02,8.37,4.91,3.46,65.5,8.74,9.58,6.88,2.7,66.5,-7.51,6.99,-3.79,-10.78
1.95,96.31,1.17,99.29,4.14,4.74,2.44,2.3,50.56,5.38,6.71,4.46,2.25,51.12,-7.82,7.62,-4.05,-11.67
2.32,93.94,2.29,99.36,2.03,4.93,0.24,4.69,100.06,3.1,7.03,0.24,6.79,99.56,-5.68,9.84,-1.52,-11.36
3.05,91.25,7.79,99.24,5.24,7.01,2.26,4.75,256.38,6.95,8.11,2.73,5.38,272,-1.77,3.69,0.12,-3.57
2.75,90.75,0.91,99.75,6.39,8.62,4.44,4.18,221.38,8.53,10.91,6.58,4.34,222.06,-2.82,8.09,-0.06,-8.17
2.87,91.69,2.51,98.49,6.59,8.85,3.34,5.51,252.69,8.75,11.19,5.25,5.94,253.06,-3.22,14.22,0.9,-13.32
1.53,93.88,0.14,98.69,4.71,7.05,3.08,3.97,52.94,6.47,8,4.87,3.13,53.31,-10.38,8.29,-5.68,-13.97
2.75,92.88,5.52,98.3,7.48,13.82,4.54,9.28,184.44,9.84,17.13,5.8,11.34,185.38,-4.38,14.32,1.3,-13.02
3.17,90.12,0.93,98.76,7.48,12.02,1.91,10.12,218.94,9.7,15.92,2.95,12.97,219.06,-1.32,8.06,1.37,-6.7
2.56,90.88,4.83,99.33,6.38,11.02,2.29,8.73,232,8.3,13.46,3.83,9.63,232.19,-3.74,10.42,-0.54,-10.96
1.16,83.88,0.52,100.79,4.39,6.38,3.6,2.78,316.69,6.02,7.85,4.2,3.66,316.69,-11.83,6.34,-9.08,-15.42
1.1,88.25,0.18,101.47,3.68,4.53,2.74,1.79,307.62,5.37,6.82,4.06,2.76,308.31,-12.95,8.88,-9.15,-18.02
1.28,90.06,0.13,101.85,2.56,3.65,0.84,2.8,296.44,3.52,5.91,1.1,4.81,296.62,-11.49,8.66,-7.5,-16.17
1.53,86.06,0.03,102.29,2.48,3.84,0.84,3,182,3.42,6.48,1.09,5.38,182.5,-8.74,12.61,-2.49,-15.09
1.83,87.81,0,101.95,2.98,4.5,1.39,3.11,75.06,4.22,7.69,1.97,5.72,75.38,-7.06,11.73,-0.84,-12.56
2.5,92.12,0.08,101.61,4.84,6.5,3.3,3.2,67.5,6.67,7.62,4.77,2.84,68.19,-4.46,12.91,1.37,-11.55
2.69,83.62,0.05,100.64,2.12,3.45,0.93,2.52,90.88,2.99,5.66,1.12,4.54,90.56,-1.89,11.46,3.81,-7.65
3.72,90.88,2.39,99.25,3.38,5.44,0.87,4.57,184.62,5.05,6.89,1.62,5.27,184.5,0.74,8.29,4.71,-3.58
1.65,83,0.74,99.99,7.27,9.08,2.66,6.41,332.06,8.81,10.88,3.98,6.91,332.69,-8.34,11.95,-1.35,-13.31
1.65,76.12,0.01,100.2,2.58,4.67,1.12,3.56,215.19,3.46,7.45,1.45,6,214.5,-7.09,12.58,-1.61,-14.2
2.99,88.06,2.27,99.52,7.23,10.03,4.87,5.17,269.62,9.73,12.38,8.02,4.36,270.75,-1.46,5.75,1.06,-4.69
3.17,88.56,0.21,100.77,4.66,6.26,3.09,3.18,292.25,6.64,8.2,5.23,2.97,292.62,-0.47,6.45,2.61,-3.85
3.05,76.19,0.02,100.81,3.83,4.77,2.49,2.27,249.94,5.76,7.46,3.66,3.8,250.31,1.18,10.63,6.54,-4.1
3.54,78.56,0.04,100.25,3.54,4.69,2.38,2.31,217.44,5.17,6.88,3.68,3.2,217.88,2.57,12.66,9.44,-3.21
3.66,82.06,0.07,99.67,4.05,6.08,2.24,3.84,61.5,5.07,8.27,2.19,6.08,62.69,2.54,11.47,9.13,-2.35
3.11,83,1.31,99.13,9.17,11.77,5.75,6.02,42.25,11.19,14.27,7.35,6.91,43.56,-0.1,6.8,3.04,-3.76
2.01,69.06,0.09,100.31,8.08,10.06,5.66,4.4,24,9.57,12.17,7.22,4.95,24.69,-2.92,7.45,1.05,-6.4
2.5,70.38,0.02,101.18,4.23,6.28,2.06,4.22,244.38,5.31,7.2,3.12,4.08,229.38,-0.03,10.98,6.04,-4.95
2.81,69.81,0,101.53,2.96,3.83,1.76,2.07,137.94,4.02,6.09,2.55,3.54,137.12,2,11.95,8.64,-3.32
3.11,67.31,0,101.08,4.26,6.16,2.55,3.62,94.19,5.84,9.48,3.62,5.85,95,4.17,15.54,12.08,-3.45
3.6,65.44,0,100.05,3.2,4.57,1.2,3.38,50.19,4.81,8.84,1.06,7.77,51.31,6.4,17.59,15.79,-1.81
3.66,60.19,0,100.11,3.38,5.57,2.34,3.24,74.06,5.07,10.14,2.49,7.65,74.38,7.65,16.98,16.08,-0.9
5.31,82.38,1.42,99.77,3.75,4.61,3.11,1.5,192.19,5.74,8.15,3.61,4.54,192.56,7.08,10.66,12.73,2.07
5.07,72.88,0.74,99.46,3.97,5.81,2.34,3.47,247.88,5.55,6.99,3.5,3.49,247.75,8.94,13.02,14.92,1.89
4.27,74.44,1.4,99.64,5.41,8.59,2.72,5.87,179.25,7.28,10.15,4.1,6.05,179.31,5.41,16.95,12.87,-4.09
2.26,53.81,0,100.65,3.4,5.33,0.95,4.38,54.19,4.4,7.93,1.25,6.69,54.75,3.05,14.84,9.62,-5.22
2.93,50.31,0.12,100.36,2.77,7.26,0.43,6.83,248.12,3.69,9.48,0.53,8.95,249.31,6.55,11.54,12.3,0.76
2.87,62.06,0.14,100.59,6.59,7.73,5.21,2.52,38.81,8.4,9.69,7.39,2.3,39.44,3.58,11.11,8.38,-2.73
2.32,59.19,0,100.88,5.67,7.24,3.72,3.52,34.31,7.59,8.37,6.94,1.43,35,1.94,13.4,8.74,-4.66
3.11,58.5,0,100.99,3.23,4.12,1.2,2.91,25.38,4.34,6.84,1.59,5.23,25.44,5.72,16.16,12.55,-3.61
3.97,55.56,0,101.11,1.62,2.28,1.16,1.12,160.25,2.16,3.27,1.37,1.9,144.62,9.73,13.59,15.85,2.26
4.58,55.75,0.01,100.98,1.52,2.76,0.15,2.61,114.06,2.01,4.19,0.16,4.03,112.19,11.66,11.04,17.25,6.21
4.7,52.25,0,100.55,1.24,2.08,0.15,1.93,86.88,1.63,2.95,0.34,2.61,86.44,13.28,12.36,18.77,6.41
4.7,51.25,0,99.82,2.59,4.98,0.69,4.3,274.5,3.91,8.23,0.8,7.44,275.5,13.47,11.87,19.49,7.62
5,52,0,99.49,6.88,8.91,4.43,4.48,239.75,9.86,11.23,7.38,3.86,240.38,14.03,11.87,19.73,7.86
5.25,53.19,0,99.21,5.54,7.77,2.79,4.98,218.06,7.82,11.23,5.62,5.6,219.12,14.72,13.02,21.29,8.26
6.41,67.19,0.24,98.73,3.97,6.68,0.93,5.75,231.69,5.52,8.12,1.31,6.8,232.06,13.68,12.78,18.81,6.03
4.64,73.5,5.33,99.05,6.09,9.89,2,7.89,287.38,8.19,11.65,3.72,7.93,287.5,6.94,6.85,10.3,3.44
4.7,56.12,0.02,99.57,9.86,13.58,6.11,7.47,214.5,13.01,16.79,10.16,6.62,215.81,11.87,14.32,18.62,4.3
5.92,62.38,0.16,99.28,4.78,6.82,1.04,5.78,209.69,6.71,9.84,1.77,8.07,209.94,13.81,14.32,20.48,6.16
6.71,57.69,0.01,98.74,5.4,6.35,4.13,2.22,165.88,8,10.61,5.55,5.05,166.5,17.05,15.28,24.15,8.87
6.84,70.44,5.57,98.51,5.56,9.39,1.75,7.64,256.12,7.52,11.23,2.67,8.55,256.25,13.67,10.98,17.99,7.01
5.31,67.94,2.77,99.31,7.91,11.4,3.45,7.95,236.81,10.62,14.18,6.52,7.66,237.5,10.83,12.41,16.65,4.26
4.39,67.5,1.72,99.35,6.72,9.23,3.53,5.7,245.75,9.12,11.09,6.7,4.4,245.88,7.23,10.38,10.86,0.48
3.48,58.25,2.82,99.55,8.1,11.7,4.62,7.09,236.62,10.59,15.39,7.23,8.16,237.62,6.87,13.62,12.58,-1.05
4.64,59.69,0.78,99.64,6.26,10.65,0.24,10.41,297.69,7.88,13.76,0.33,13.42,298,10.77,6.73,14.96,8.23
5.43,57.75,0,100.41,3.46,5.36,1.01,4.35,201.69,5.05,9.79,1.39,8.4,202.62,13.39,16.11,20.39,4.28
6.96,55.88,0,100.03,2.94,5.55,0.24,5.31,208.31,4.08,9.52,0.34,9.18,210.31,17.99,15.67,24.45,8.79
7.63,55.38,0,99.57,3.62,5.26,1.62,3.64,112.38,5.54,9.26,2.38,6.88,113.06,19.65,14.3,26.45,12.15
8.48,58.31,0,99.16,5.32,7.91,4.01,3.91,172.62,8.21,10.36,5.03,5.33,172.69,20.55,14.38,27.59,13.21
7.32,62.25,0.11,99.51,6.01,10.88,2.09,8.8,213.75,8.21,13.9,3.48,10.41,213.88,16.93,16.62,25.16,8.55
5.07,51.62,0,100.13,5.45,7.37,3.2,4.16,221.94,7.84,9.02,6.21,2.81,222.31,15.02,13.95,21.44,7.5
5.07,55,0,100.5,5.06,7.87,2.58,5.29,251.44,7.09,9.39,4.92,4.48,251.5,13.89,11.77,19.08,7.31
5.92,54.88,0,99.74,4.39,5.69,2.59,3.1,157.38,6.55,8.66,4.84,3.81,157.62,15.73,12.8,21.63,8.83
8.61,59.81,0.06,98.2,5.79,7.95,3.98,3.97,185,8.83,10.46,6.52,3.94,185.94,20.2,16.27,28.53,12.26
6.9,58.56,0.37,98.69,5.77,8.81,2.94,5.88,239.38,8.08,10.53,4.77,5.76,239.12,17.18,10.95,21.69,10.74
6.65,63.19,7.4,98.29,7.68,10.91,3.86,7.05,201.25,10.47,13.65,5.61,8.03,202.31,14.58,12.3,20.57,8.27
5,50.81,0.01,98.94,6.97,8.41,4.33,4.09,209.38,9.72,10.93,8.2,2.73,210.44,14.3,12.92,20.31,7.39
4.52,52.06,0.07,99.04,6.05,7.88,2.23,5.65,256.38,7.98,9.52,3.43,6.09,256.19,12.48,9.89,17.23,7.33
5.43,65.69,4.89,99,2.34,4.15,1.07,3.09,248.25,3,5.47,1.59,3.88,246.94,11.2,8.52,15.33,6.81
4.94,58.62,0.78,99.12,4.29,7.94,0.98,6.95,260.25,5.45,9.48,1.27,8.2,259.38,11.79,10.55,16.56,6.01
4.76,51.88,0.17,99.38,2.56,4.23,0.66,3.57,228.88,3.23,4.94,0.9,4.03,227.94,13.07,8.8,16.85,8.05
5.62,59.69,0.57,99.32,5.27,7.73,2.56,5.16,215.62,7.52,9.6,3.96,5.64,215.56,13.7,10.82,18.81,7.99
6.23,61.75,1.12,99.55,4.88,6.62,2.57,4.05,248.75,7.14,10.54,4.95,5.58,249,14.75,11.98,19.52,7.55
8.18,68.25,1.37,99.42,5.12,8.3,2.11,6.19,279.31,7.25,10.43,3.16,7.27,279.12,16.95,10.1,21.23,11.12
6.59,63.44,1.22,99.38,4.76,7.55,1.32,6.23,253.38,6.45,9.7,1.83,7.88,252.75,14.76,13.26,20.87,7.6
5.55,58.44,0,99.93,2.35,3.41,1.5,1.91,265.69,3.3,6.75,2.33,4.42,265.12,14.07,14.77,19.97,5.2
6.96,58.31,0,99.41,3.13,4.13,2.3,1.84,140.75,4.68,8.37,2.52,5.85,141.81,17.33,14.88,23.67,8.8
8.06,59.38,0.15,98.41,4.33,6.24,3.44,2.81,188.5,6.64,8.24,3.95,4.29,189.5,19.55,14.38,25.86,11.48
10.5,82.25,9.69,98.27,4.52,5.88,3.25,2.63,209.25,6.62,7.52,5.12,2.41,210.25,17.71,7.19,21.06,13.87
9.09,65.19,0.4,98.29,4.86,7.18,2.34,4.83,222.88,6.84,8.68,4.36,4.32,222.75,19.72,9.2,24.09,14.9
10.07,86.06,16.01,98.12,2.59,3.34,1.91,1.44,243.06,3.84,5.53,2.14,3.39,243.88,16.23,5.99,18.83,12.83
8.85,79.69,2.66,98.92,1.54,3.33,0.31,3.02,129,2.47,6.66,0.41,6.26,126.88,15.65,6.57,18.84,12.27
9.4,87.38,7.76,99.14,3.89,5.83,2.86,2.96,50.31,5.85,7.23,4.16,3.08,50.88,15.01,4.93,17.33,12.4
9.46,76.81,0.87,99.62,3.37,4.45,2.41,2.03,70.31,4.87,5.95,3.23,2.72,70.06,17.51,9.98,22,12.02
10.01,75,1.49,99.6,4.54,6.95,3.17,3.78,63.31,6.91,8.74,4.64,4.11,64,18.88,11.98,23.78,11.8
11.41,89.5,12.63,99.21,1.79,3.2,0.2,3,147.62,2.77,6.43,0.29,6.13,148.06,17.65,5.98,20.38,14.41
10.13,77.56,1.16,98.96,3,4.11,2.05,2.05,142.12,4.22,5.45,3.32,2.12,142.75,18.36,9.07,22.44,13.37
10.31,74.56,1.18,98.58,1.59,2.69,0.88,1.81,144.44,2.34,4.45,1.02,3.43,144,19.1,8.64,22.81,14.17
10.74,71.44,0.78,98.51,2.25,2.86,1.59,1.27,146.31,3.16,5,2.16,2.84,146.62,20.44,7.91,23.83,15.93
11.84,71.62,1.65,98.3,3.21,4.05,2.42,1.64,169.62,4.81,7.26,3.58,3.68,170.69,22.09,11.58,27.65,16.07
11.84,71.56,0.13,98.18,3.62,4.77,1.48,3.27,256.12,5.17,7.31,2.3,5.02,255.94,22.12,9.87,26.79,16.92
12.21,76,6.76,98.52,1.32,2.2,0.33,1.87,275.94,1.65,2.49,0.39,2.1,275.81,21.47,7.66,24.8,17.14
11.41,76.12,2.82,98.65,1.34,2.27,0.09,2.19,222.5,1.8,3.8,0.12,3.68,221.31,20.3,6.5,22.99,16.49
10.93,74.5,1.35,98.38,4.16,5.95,2.59,3.36,192.06,6.09,7.9,4.61,3.29,192.12,20.09,10.2,24.86,14.67
9.83,75.56,3.44,98.28,5.59,7.73,3.46,4.27,215.94,7.92,9.7,5.72,3.98,216.5,17.94,8.97,21.5,12.54
8.73,75.06,3.21,98.68,5.46,7.48,3.23,4.26,229.94,7.7,9.16,6.3,2.86,230.56,16.31,6.77,19.12,12.37
8.97,75.38,2.3,98.8,4.97,8.13,2.17,5.95,245.44,6.91,9.95,3.41,6.53,245.5,16.96,9.13,21.5,12.37
8.91,63.81,1.57,98.71,3.8,5.1,2.23,2.88,184.62,5.59,8.25,3.47,4.78,185.44,19.68,13.95,25.4,11.46
10.74,79,16.88,98.45,3.31,5.06,0.05,5.02,98.44,4.57,7.3,0.4,6.9,100.69,18.76,7.93,23.08,15.16
10.99,82.62,5.23,98.93,2.12,3.01,1.29,1.72,208.06,3.18,6.02,1.41,4.6,208.75,18.49,7.6,22.31,14.71
9.46,73.06,0.63,99.27,3.42,4.57,2.45,2.12,131.38,5.04,6.91,2.78,4.13,131.44,18.45,10.25,23.06,12.82
8.06,74.19,2.98,99.42,2.43,2.98,1.62,1.36,117.94,3.43,5.82,2.03,3.79,104.69,15.5,7.56,18.34,10.79
9.4,73.81,1.75,99.38,1.38,2.62,0.58,2.05,203.62,1.8,4.36,0.77,3.59,204.75,17.9,10.62,21.9,11.27
9.46,71,3.96,99.18,1.61,4.73,0.59,4.14,189.19,2.35,7.61,0.81,6.79,188.81,18.46,5.63,21.08,15.45
9.09,84.56,8.53,98.76,6.13,7.85,4.28,3.57,310.25,7.94,9.78,6.32,3.46,311.56,14.92,4.48,16.66,12.19
8.48,86.75,4.04,99.26,4.02,5.41,1.83,3.59,344.12,5.41,7.45,3.2,4.24,345.25,13.6,4.02,15.48,11.46
8.67,69.75,0.14,99.59,2.13,2.7,1.4,1.3,242.88,2.95,4.51,2.05,2.46,243.56,17.85,11.04,22.4,11.36
9.83,66.56,0.29,99.58,2.41,3.45,0.88,2.57,234.5,3.5,6.55,1.09,5.46,235.38,20.33,9.48,24.69,15.23
10.07,66.69,0.03,99.13,2.73,3.45,1.58,1.87,180.69,4.1,7.01,2.08,4.92,181.31,20.8,11.21,25.9,14.69
10.86,70.31,0.84,98.86,2.21,3.16,1.46,1.7,235.56,3.38,6.16,1.88,4.29,235,21.13,9.96,25.28,15.32
10.01,69.69,0.52,99.31,3.89,5.29,2.81,2.47,265.12,5.56,6.39,4.2,2.2,265.06,20.11,10.33,25.13,14.8
9.89,79,5.98,99.28,3.96,6.15,1.14,5,214.88,5.05,7.59,1.73,5.86,214.94,17.62,13.33,23.62,10.29
7.2,70.12,0.06,99.61,2.66,4.17,1.65,2.52,125.62,3.71,8.02,1.71,6.31,127.38,14.83,10.45,20.01,9.55
10.5,67.88,0.72,98.97,3.76,4.87,2.45,2.41,135.06,5.79,9.38,3.84,5.55,136.62,21.4,16.95,28.36,11.4
